sentences,ground_truth,total_words,llm_raw,llm_prediction,llm_successes,bert_prediction,bert_successes
"['I', 'doubt', 'the', 'very', 'few', 'who', 'actually', 'read', 'my', 'blog', 'have', 'not', 'come', 'across', 'this', 'yet', ',', 'but', 'I', 'figured', 'I', 'would', 'put', 'it', 'out', 'there', 'anyways', '.']","['PRON', 'VERB', 'DET', 'ADV', 'ADJ', 'PRON', 'ADV', 'VERB', 'PRON', 'NOUN', 'AUX', 'PART', 'VERB', 'ADP', 'PRON', 'ADV', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'PRON', 'AUX', 'VERB', 'PRON', 'ADV', 'ADV', 'ADV', 'PUNCT']",28,"[{'raw_response': '[\n  {""text"": ""I"", ""tag"": ""PRON""},\n  {""text"": ""doubt"", ""tag"": ""VERB""},\n  {""text"": ""the"", ""tag"": ""DET""},\n  {""text"": ""very"", ""tag"": ""ADV""},\n  {""text"": ""few"", ""tag"": ""DET""},\n  {""text"": ""who"", ""tag"": ""PRON""},\n  {""text"": ""actually"", ""tag"": ""ADV""},\n  {""text"": ""read"", ""tag"": ""VERB""},\n  {""text"": ""my"", ""tag"": ""PRON""},\n  {""text"": ""blog"", ""tag"": ""NOUN""},\n  {""text"": ""have"", ""tag"": ""AUX""},\n  {""text"": ""not"", ""tag"": ""ADV""},\n  {""text"": ""come"", ""tag"": ""VERB""},\n  {""text"": ""across"", ""tag"": ""PREP""},\n  {""text"": ""this"", ""tag"": ""DET""},\n  {""text"": ""yet"", ""tag"": ""ADV""},\n  {""text"": "","", ""tag"": ""PUNCT""},\n  {""text"": ""but"", ""tag"": ""CCONJ""},\n  {""text"": ""I"", ""tag"": ""PRON""},\n  {""text"": ""figured"", ""tag"": ""VERB""},\n  {""text"": ""I"", ""tag"": ""PRON""},\n  {""text"": ""would"", ""tag"": ""AUX""},\n  {""text"": ""put"", ""tag"": ""VERB""},\n  {""text"": ""it"", ""tag"": ""PRON""},\n  {""text"": ""out"", ""tag"": ""ADP""},\n  {""text"": ""there"", ""tag"": ""ADV""},\n  {""text"": ""anyways"", ""tag"": ""ADV""},\n  {""text"": ""."", ""tag"": ""PUNCT""}\n]', 'parsed_json': [{'text': 'I', 'tag': 'PRON'}, {'text': 'doubt', 'tag': 'VERB'}, {'text': 'the', 'tag': 'DET'}, {'text': 'very', 'tag': 'ADV'}, {'text': 'few', 'tag': 'DET'}, {'text': 'who', 'tag': 'PRON'}, {'text': 'actually', 'tag': 'ADV'}, {'text': 'read', 'tag': 'VERB'}, {'text': 'my', 'tag': 'PRON'}, {'text': 'blog', 'tag': 'NOUN'}, {'text': 'have', 'tag': 'AUX'}, {'text': 'not', 'tag': 'ADV'}, {'text': 'come', 'tag': 'VERB'}, {'text': 'across', 'tag': 'PREP'}, {'text': 'this', 'tag': 'DET'}, {'text': 'yet', 'tag': 'ADV'}, {'text': ',', 'tag': 'PUNCT'}, {'text': 'but', 'tag': 'CCONJ'}, {'text': 'I', 'tag': 'PRON'}, {'text': 'figured', 'tag': 'VERB'}, {'text': 'I', 'tag': 'PRON'}, {'text': 'would', 'tag': 'AUX'}, {'text': 'put', 'tag': 'VERB'}, {'text': 'it', 'tag': 'PRON'}, {'text': 'out', 'tag': 'ADP'}, {'text': 'there', 'tag': 'ADV'}, {'text': 'anyways', 'tag': 'ADV'}, {'text': '.', 'tag': 'PUNCT'}]}]","['PRON', 'VERB', 'DET', 'ADV', 'DET', 'PRON', 'ADV', 'VERB', 'PRON', 'NOUN', 'AUX', 'ADV', 'VERB', 'PREP', 'DET', 'ADV', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'PRON', 'AUX', 'VERB', 'PRON', 'ADP', 'ADV', 'ADV', 'PUNCT']",23,"['PRP', 'NN', 'DT', 'RB', 'JJ', 'WP', 'RB', 'VB', 'PRP', 'NN', 'VB', 'RB', 'VBN', 'IN', 'DT', 'RB', ',', 'CC', 'PRP', 'VBN', 'PRP', 'MD', 'VB', 'PRP', 'RB', 'RB', 'RB', '.']",0
"['John', 'Donovan', 'from', 'Argghhh!', 'has', 'put', 'out', 'a', 'excellent', 'slide', 'show', 'on', 'what', 'was', 'actually', 'found', 'and', 'fought', 'for', 'in', 'Fallujah', '.']","['PROPN', 'PROPN', 'ADP', 'PROPN', 'AUX', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'SCONJ', 'PRON', 'AUX', 'ADV', 'VERB', 'CCONJ', 'VERB', 'ADP', 'ADP', 'PROPN', 'PUNCT']",22,"[{'raw_response': '[\n  {""text"": ""John"", ""tag"": ""PROPN""},\n  {""text"": ""Donovan"", ""tag"": ""PROPN""},\n  {""text"": ""from"", ""tag"": ""ADP""},\n  {""text"": ""Argghhh!"", ""tag"": ""INTJ""},\n  {""text"": ""has"", ""tag"": ""AUX""},\n  {""text"": ""put"", ""tag"": ""VERB""},\n  {""text"": ""out"", ""tag"": ""ADV""},\n  {""text"": ""a"", ""tag"": ""DET""},\n  {""text"": ""excellent"", ""tag"": ""ADJ""},\n  {""text"": ""slide"", ""tag"": ""NOUN""},\n  {""text"": ""show"", ""tag"": ""NOUN""},\n  {""text"": ""on"", ""tag"": ""ADP""},\n  {""text"": ""what"", ""tag"": ""PRON""},\n  {""text"": ""was"", ""tag"": ""AUX""},\n  {""text"": ""actually"", ""tag"": ""ADV""},\n  {""text"": ""found"", ""tag"": ""VERB""},\n  {""text"": ""and"", ""tag"": ""CCONJ""},\n  {""text"": ""fought"", ""tag"": ""VERB""},\n  {""text"": ""for"", ""tag"": ""ADP""},\n  {""text"": ""in"", ""tag"": ""ADP""},\n  {""text"": ""Fallujah"", ""tag"": ""PROPN""},\n  {""text"": ""."", ""tag"": ""PUNCT""}\n]', 'parsed_json': [{'text': 'John', 'tag': 'PROPN'}, {'text': 'Donovan', 'tag': 'PROPN'}, {'text': 'from', 'tag': 'ADP'}, {'text': 'Argghhh!', 'tag': 'INTJ'}, {'text': 'has', 'tag': 'AUX'}, {'text': 'put', 'tag': 'VERB'}, {'text': 'out', 'tag': 'ADV'}, {'text': 'a', 'tag': 'DET'}, {'text': 'excellent', 'tag': 'ADJ'}, {'text': 'slide', 'tag': 'NOUN'}, {'text': 'show', 'tag': 'NOUN'}, {'text': 'on', 'tag': 'ADP'}, {'text': 'what', 'tag': 'PRON'}, {'text': 'was', 'tag': 'AUX'}, {'text': 'actually', 'tag': 'ADV'}, {'text': 'found', 'tag': 'VERB'}, {'text': 'and', 'tag': 'CCONJ'}, {'text': 'fought', 'tag': 'VERB'}, {'text': 'for', 'tag': 'ADP'}, {'text': 'in', 'tag': 'ADP'}, {'text': 'Fallujah', 'tag': 'PROPN'}, {'text': '.', 'tag': 'PUNCT'}]}]","['PROPN', 'PROPN', 'ADP', 'INTJ', 'AUX', 'VERB', 'ADV', 'DET', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'PRON', 'AUX', 'ADV', 'VERB', 'CCONJ', 'VERB', 'ADP', 'ADP', 'PROPN', 'PUNCT']",19,"['NNP', 'NNP', 'IN', 'UH', '.', 'VBZ', 'VB', 'RB', 'SYM', 'JJ', 'VB', 'VB', 'IN', 'WP', 'VBD', 'RB', 'VBN', 'CC', 'VBN', 'IN', 'IN', 'NNP', '.']",0
"['Click', 'here', 'To', 'view', 'it', '.']","['VERB', 'ADV', 'PART', 'VERB', 'PRON', 'PUNCT']",6,"[{'raw_response': '[\n  {""text"": ""Click"", ""tag"": ""VERB""},\n  {""text"": ""here"", ""tag"": ""ADV""},\n  {""text"": ""To"", ""tag"": ""SCONJ""},\n  {""text"": ""view"", ""tag"": ""VERB""},\n  {""text"": ""it"", ""tag"": ""PRON""},\n  {""text"": ""."", ""tag"": ""PUNCT""}\n]', 'parsed_json': [{'text': 'Click', 'tag': 'VERB'}, {'text': 'here', 'tag': 'ADV'}, {'text': 'To', 'tag': 'SCONJ'}, {'text': 'view', 'tag': 'VERB'}, {'text': 'it', 'tag': 'PRON'}, {'text': '.', 'tag': 'PUNCT'}]}]","['VERB', 'ADV', 'SCONJ', 'VERB', 'PRON', 'PUNCT']",5,"['NN', 'VB', 'RB', 'TO', 'NN', 'PRP', '.']",0
"['He', 'makes', 'some', 'good', 'observations', 'on', 'a', 'few', 'of', 'the', ""pic's"", '.']","['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'ADP', 'DET', 'NOUN', 'PUNCT']",12,"[{'raw_response': '[\n  {""text"": ""He"", ""tag"": ""PRON""},\n  {""text"": ""makes"", ""tag"": ""VERB""},\n  {""text"": ""some"", ""tag"": ""DET""},\n  {""text"": ""good"", ""tag"": ""ADJ""},\n  {""text"": ""observations"", ""tag"": ""NOUN""},\n  {""text"": ""on"", ""tag"": ""ADP""},\n  {""text"": ""a"", ""tag"": ""DET""},\n  {""text"": ""few"", ""tag"": ""NUM""},\n  {""text"": ""of"", ""tag"": ""ADP""},\n  {""text"": ""the"", ""tag"": ""DET""},\n  {""text"": ""pic\'s"", ""tag"": ""NOUN""},\n  {""text"": ""."", ""tag"": ""PUNCT""}\n]', 'parsed_json': [{'text': 'He', 'tag': 'PRON'}, {'text': 'makes', 'tag': 'VERB'}, {'text': 'some', 'tag': 'DET'}, {'text': 'good', 'tag': 'ADJ'}, {'text': 'observations', 'tag': 'NOUN'}, {'text': 'on', 'tag': 'ADP'}, {'text': 'a', 'tag': 'DET'}, {'text': 'few', 'tag': 'NUM'}, {'text': 'of', 'tag': 'ADP'}, {'text': 'the', 'tag': 'DET'}, {'text': ""pic's"", 'tag': 'NOUN'}, {'text': '.', 'tag': 'PUNCT'}]}]","['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NUM', 'ADP', 'DET', 'NOUN', 'PUNCT']",11,"['PRP', 'VBZ', 'DT', 'JJ', 'NNS', 'IN', 'SYM', 'JJ', 'IN', 'DT', 'NN', 'POS', 'VBZ', '.']",0
"['One', 'of', 'the', 'pictures', 'shows', 'a', 'flag', 'that', 'was', 'found', 'in', 'Fallujah', '.']","['NUM', 'ADP', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'PRON', 'AUX', 'VERB', 'ADP', 'PROPN', 'PUNCT']",13,"[{'raw_response': '[\n  {""text"": ""One"", ""tag"": ""NUM""},\n  {""text"": ""of"", ""tag"": ""ADP""},\n  {""text"": ""the"", ""tag"": ""DET""},\n  {""text"": ""pictures"", ""tag"": ""NOUN""},\n  {""text"": ""shows"", ""tag"": ""VERB""},\n  {""text"": ""a"", ""tag"": ""DET""},\n  {""text"": ""flag"", ""tag"": ""NOUN""},\n  {""text"": ""that"", ""tag"": ""SCONJ""},\n  {""text"": ""was"", ""tag"": ""AUX""},\n  {""text"": ""found"", ""tag"": ""VERB""},\n  {""text"": ""in"", ""tag"": ""ADP""},\n  {""text"": ""Fallujah"", ""tag"": ""PROPN""},\n  {""text"": ""."", ""tag"": ""PUNCT""}\n]', 'parsed_json': [{'text': 'One', 'tag': 'NUM'}, {'text': 'of', 'tag': 'ADP'}, {'text': 'the', 'tag': 'DET'}, {'text': 'pictures', 'tag': 'NOUN'}, {'text': 'shows', 'tag': 'VERB'}, {'text': 'a', 'tag': 'DET'}, {'text': 'flag', 'tag': 'NOUN'}, {'text': 'that', 'tag': 'SCONJ'}, {'text': 'was', 'tag': 'AUX'}, {'text': 'found', 'tag': 'VERB'}, {'text': 'in', 'tag': 'ADP'}, {'text': 'Fallujah', 'tag': 'PROPN'}, {'text': '.', 'tag': 'PUNCT'}]}]","['NUM', 'ADP', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'SCONJ', 'AUX', 'VERB', 'ADP', 'PROPN', 'PUNCT']",12,"['CD', 'IN', 'DT', 'NNS', 'NNS', 'SYM', 'NN', 'IN', 'VBD', 'VBN', 'IN', 'NNP', '.']",0
"['On', 'the', 'next', 'two', 'pictures', 'he', 'took', 'screenshots', 'of', 'two', 'beheading', ""video's"", '.']","['ADP', 'DET', 'ADJ', 'NUM', 'NOUN', 'PRON', 'VERB', 'NOUN', 'ADP', 'NUM', 'NOUN', 'NOUN', 'PUNCT']",13,"[{'raw_response': '[\n  {""word"": ""On"", ""tag"": ""ADP""},\n  {""word"": ""the"", ""tag"": ""DET""},\n  {""word"": ""next"", ""tag"": ""ADJ""},\n  {""word"": ""two"", ""tag"": ""NUM""},\n  {""word"": ""pictures"", ""tag"": ""NOUN""},\n  {""word"": ""he"", ""tag"": ""PRON""},\n  {""word"": ""took"", ""tag"": ""VERB""},\n  {""word"": ""screenshots"", ""tag"": ""NOUN""},\n  {""word"": ""of"", ""tag"": ""ADP""},\n  {""word"": ""two"", ""tag"": ""NUM""},\n  {""word"": ""beheading"", ""tag"": ""NOUN""},\n  {""word"": ""video\'s"", ""tag"": ""PROPN""},\n  {""word"": ""."", ""tag"": ""PUNCT""}\n]', 'parsed_json': [{'word': 'On', 'tag': 'ADP'}, {'word': 'the', 'tag': 'DET'}, {'word': 'next', 'tag': 'ADJ'}, {'word': 'two', 'tag': 'NUM'}, {'word': 'pictures', 'tag': 'NOUN'}, {'word': 'he', 'tag': 'PRON'}, {'word': 'took', 'tag': 'VERB'}, {'word': 'screenshots', 'tag': 'NOUN'}, {'word': 'of', 'tag': 'ADP'}, {'word': 'two', 'tag': 'NUM'}, {'word': 'beheading', 'tag': 'NOUN'}, {'word': ""video's"", 'tag': 'PROPN'}, {'word': '.', 'tag': 'PUNCT'}]}]","['ADP', 'DET', 'ADJ', 'NUM', 'NOUN', 'PRON', 'VERB', 'NOUN', 'ADP', 'NUM', 'NOUN', 'PROPN', 'PUNCT']",12,"['IN', 'DT', 'JJ', 'CD', 'NNS', 'PRP', 'VBD', 'NNS', 'IN', 'CD', 'VBG', 'NN', 'POS', 'NNS', '.']",0
"['Compare', 'the', 'flags', 'to', 'the', 'Fallujah', 'one', '.']","['VERB', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'NOUN', 'PUNCT']",8,"[{'raw_response': '[\n  {""text"": ""Compare"", ""tag"": ""VERB""},\n  {""text"": ""the"", ""tag"": ""DET""},\n  {""text"": ""flags"", ""tag"": ""NOUN""},\n  {""text"": ""to"", ""tag"": ""ADP""},\n  {""text"": ""the"", ""tag"": ""DET""},\n  {""text"": ""Fallujah"", ""tag"": ""PROPN""},\n  {""text"": ""one"", ""tag"": ""PRON""},\n  {""text"": ""."", ""tag"": ""PUNCT""}\n]', 'parsed_json': [{'text': 'Compare', 'tag': 'VERB'}, {'text': 'the', 'tag': 'DET'}, {'text': 'flags', 'tag': 'NOUN'}, {'text': 'to', 'tag': 'ADP'}, {'text': 'the', 'tag': 'DET'}, {'text': 'Fallujah', 'tag': 'PROPN'}, {'text': 'one', 'tag': 'PRON'}, {'text': '.', 'tag': 'PUNCT'}]}]","['VERB', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PRON', 'PUNCT']",7,"['VB', 'DT', 'NNS', 'TO', 'DT', 'NNP', 'CD', '.']",0
"['You', 'have', 'to', 'see', 'these', 'slides', '....', 'they', 'are', 'amazing', '.']","['PRON', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'ADJ', 'PUNCT']",11,"[{'raw_response': '[\n  {""text"": ""You"", ""tag"": ""PRON""},\n  {""text"": ""have"", ""tag"": ""AUX""},\n  {""text"": ""to"", ""tag"": ""ADP""},\n  {""text"": ""see"", ""tag"": ""VERB""},\n  {""text"": ""these"", ""tag"": ""DET""},\n  {""text"": ""slides"", ""tag"": ""NOUN""},\n  {""text"": ""...."", ""tag"": ""PUNCT""},\n  {""text"": ""they"", ""tag"": ""PRON""},\n  {""text"": ""are"", ""tag"": ""AUX""},\n  {""text"": ""amazing"", ""tag"": ""ADJ""},\n  {""text"": ""."", ""tag"": ""PUNCT""}\n]', 'parsed_json': [{'text': 'You', 'tag': 'PRON'}, {'text': 'have', 'tag': 'AUX'}, {'text': 'to', 'tag': 'ADP'}, {'text': 'see', 'tag': 'VERB'}, {'text': 'these', 'tag': 'DET'}, {'text': 'slides', 'tag': 'NOUN'}, {'text': '....', 'tag': 'PUNCT'}, {'text': 'they', 'tag': 'PRON'}, {'text': 'are', 'tag': 'AUX'}, {'text': 'amazing', 'tag': 'ADJ'}, {'text': '.', 'tag': 'PUNCT'}]}]","['PRON', 'AUX', 'ADP', 'VERB', 'DET', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'ADJ', 'PUNCT']",9,"['PRP', 'VB', 'TO', 'VB', 'DT', 'NNS', ':', '.', 'PRP', 'VBP', 'JJ', '.']",0
"['This', 'Fallujah', 'operation', 'my', 'turn', 'out', 'to', 'be', 'the', 'most', 'important', 'operation', 'done', 'by', 'the', 'US', 'Military', 'since', 'the', 'end', 'of', 'the', 'war', '.']","['DET', 'PROPN', 'NOUN', 'AUX', 'VERB', 'ADP', 'PART', 'AUX', 'DET', 'ADV', 'ADJ', 'NOUN', 'VERB', 'ADP', 'DET', 'PROPN', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']",24,"[{'raw_response': '[\n  {""text"": ""This"", ""tag"": ""DT""},\n  {""text"": ""Fallujah"", ""tag"": ""PROPN""},\n  {""text"": ""operation"", ""tag"": ""NOUN""},\n  {""text"": ""my"", ""tag"": ""PRON""},\n  {""text"": ""turn"", ""tag"": ""NOUN""},\n  {""text"": ""out"", ""tag"": ""VERB""},\n  {""text"": ""to"", ""tag"": ""TO""},\n  {""text"": ""be"", ""tag"": ""VERB""},\n  {""text"": ""the"", ""tag"": ""DT""},\n  {""text"": ""most"", ""tag"": ""ADJ""},\n  {""text"": ""important"", ""tag"": ""ADJ""},\n  {""text"": ""operation"", ""tag"": ""NOUN""},\n  {""text"": ""done"", ""tag"": ""VERB""},\n  {""text"": ""by"", ""tag"": ""IN""},\n  {""text"": ""the"", ""tag"": ""DT""},\n  {""text"": ""US"", ""tag"": ""PROPN""},\n  {""text"": ""Military"", ""tag"": ""NOUN""},\n  {""text"": ""since"", ""tag"": ""IN""},\n  {""text"": ""the"", ""tag"": ""DT""},\n  {""text"": ""end"", ""tag"": ""NN""},\n  {""text"": ""of"", ""tag"": ""IN""},\n  {""text"": ""the"", ""tag"": ""DT""},\n  {""text"": ""war"", ""tag"": ""NOUN""},\n  {""text"": ""."", ""tag"": "".""}\n]', 'parsed_json': [{'text': 'This', 'tag': 'DT'}, {'text': 'Fallujah', 'tag': 'PROPN'}, {'text': 'operation', 'tag': 'NOUN'}, {'text': 'my', 'tag': 'PRON'}, {'text': 'turn', 'tag': 'NOUN'}, {'text': 'out', 'tag': 'VERB'}, {'text': 'to', 'tag': 'TO'}, {'text': 'be', 'tag': 'VERB'}, {'text': 'the', 'tag': 'DT'}, {'text': 'most', 'tag': 'ADJ'}, {'text': 'important', 'tag': 'ADJ'}, {'text': 'operation', 'tag': 'NOUN'}, {'text': 'done', 'tag': 'VERB'}, {'text': 'by', 'tag': 'IN'}, {'text': 'the', 'tag': 'DT'}, {'text': 'US', 'tag': 'PROPN'}, {'text': 'Military', 'tag': 'NOUN'}, {'text': 'since', 'tag': 'IN'}, {'text': 'the', 'tag': 'DT'}, {'text': 'end', 'tag': 'NN'}, {'text': 'of', 'tag': 'IN'}, {'text': 'the', 'tag': 'DT'}, {'text': 'war', 'tag': 'NOUN'}, {'text': '.', 'tag': '.'}]}]","['DT', 'PROPN', 'NOUN', 'PRON', 'NOUN', 'VERB', 'TO', 'VERB', 'DT', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'IN', 'DT', 'PROPN', 'NOUN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NOUN', '.']",8,"['DT', 'NNP', 'NN', 'PRP', 'VB', 'RB', 'TO', 'VB', 'DT', 'JJS', 'JJ', 'NN', 'VBN', 'IN', 'DT', 'NNP', 'JJ', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', '.']",0
"['Let', 'me', 'join', 'the', 'chorus', 'of', 'annoyance', 'over', 'Google', ""'s"", 'new', 'toolbar', ',', 'which', ',', 'as', 'noted', 'in', 'the', 'linked', 'article', ',', 'commits', 'just', 'about', 'every', 'sin', 'an', 'online', 'marketer', 'could', 'commit', ',', 'and', 'makes', 'up', 'a', 'few', 'new', 'ones', 'besides', '.']","['VERB', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PART', 'ADJ', 'NOUN', 'PUNCT', 'PRON', 'PUNCT', 'SCONJ', 'VERB', 'ADP', 'DET', 'VERB', 'NOUN', 'PUNCT', 'VERB', 'ADV', 'ADV', 'DET', 'NOUN', 'DET', 'ADJ', 'NOUN', 'AUX', 'VERB', 'PUNCT', 'CCONJ', 'VERB', 'ADP', 'DET', 'ADJ', 'ADJ', 'NOUN', 'ADV', 'PUNCT']",42,"[{'raw_response': '[\n  {""text"": ""Let"", ""tag"": ""INTJ""},\n  {""text"": ""me"", ""tag"": ""PRON""},\n  {""text"": ""join"", ""tag"": ""VERB""},\n  {""text"": ""the"", ""tag"": ""DET""},\n  {""text"": ""chorus"", ""tag"": ""NOUN""},\n  {""text"": ""of"", ""tag"": ""ADP""},\n  {""text"": ""annoyance"", ""tag"": ""NOUN""},\n  {""text"": ""over"", ""tag"": ""ADP""},\n  {""text"": ""Google"", ""tag"": ""PROPN""},\n  {""text"": ""\'s"", ""tag"": ""PRON""},\n  {""text"": ""new"", ""tag"": ""ADJ""},\n  {""text"": ""toolbar"", ""tag"": ""NOUN""},\n  {""text"": "","", ""tag"": ""PUNCT""},\n  {""text"": ""which"", ""tag"": ""PRON""},\n  {""text"": "","", ""tag"": ""PUNCT""},\n  {""text"": ""as"", ""tag"": ""SCONJ""},\n  {""text"": ""noted"", ""tag"": ""VERB""},\n  {""text"": ""in"", ""tag"": ""ADP""},\n  {""text"": ""the"", ""tag"": ""DET""},\n  {""text"": ""linked"", ""tag"": ""ADJ""},\n  {""text"": ""article"", ""tag"": ""NOUN""},\n  {""text"": "","", ""tag"": ""PUNCT""},\n  {""text"": ""commits"", ""tag"": ""VERB""},\n  {""text"": ""just"", ""tag"": ""ADV""},\n  {""text"": ""about"", ""tag"": ""ADJ""},\n  {""text"": ""every"", ""tag"": ""DET""},\n  {""text"": ""sin"", ""tag"": ""NOUN""},\n  {""text"": ""an"", ""tag"": ""DET""},\n  {""text"": ""online"", ""tag"": ""ADJ""},\n  {""text"": ""marketer"", ""tag"": ""NOUN""},\n  {""text"": ""could"", ""tag"": ""AUX""},\n  {""text"": ""commit"", ""tag"": ""VERB""},\n  {""text"": "","", ""tag"": ""PUNCT""},\n  {""text"": ""and"", ""tag"": ""CCONJ""},\n  {""text"": ""makes"", ""tag"": ""VERB""},\n  {""text"": ""up"", ""tag"": ""ADP""},\n  {""text"": ""a"", ""tag"": ""DET""},\n  {""text"": ""few"", ""tag"": ""NUM""},\n  {""text"": ""new"", ""tag"": ""ADJ""},\n  {""text"": ""ones"", ""tag"": ""NOUN""},\n  {""text"": ""besides"", ""tag"": ""ADP""},\n  {""text"": ""."", ""tag"": ""PUNCT""}\n]', 'parsed_json': [{'text': 'Let', 'tag': 'INTJ'}, {'text': 'me', 'tag': 'PRON'}, {'text': 'join', 'tag': 'VERB'}, {'text': 'the', 'tag': 'DET'}, {'text': 'chorus', 'tag': 'NOUN'}, {'text': 'of', 'tag': 'ADP'}, {'text': 'annoyance', 'tag': 'NOUN'}, {'text': 'over', 'tag': 'ADP'}, {'text': 'Google', 'tag': 'PROPN'}, {'text': ""'s"", 'tag': 'PRON'}, {'text': 'new', 'tag': 'ADJ'}, {'text': 'toolbar', 'tag': 'NOUN'}, {'text': ',', 'tag': 'PUNCT'}, {'text': 'which', 'tag': 'PRON'}, {'text': ',', 'tag': 'PUNCT'}, {'text': 'as', 'tag': 'SCONJ'}, {'text': 'noted', 'tag': 'VERB'}, {'text': 'in', 'tag': 'ADP'}, {'text': 'the', 'tag': 'DET'}, {'text': 'linked', 'tag': 'ADJ'}, {'text': 'article', 'tag': 'NOUN'}, {'text': ',', 'tag': 'PUNCT'}, {'text': 'commits', 'tag': 'VERB'}, {'text': 'just', 'tag': 'ADV'}, {'text': 'about', 'tag': 'ADJ'}, {'text': 'every', 'tag': 'DET'}, {'text': 'sin', 'tag': 'NOUN'}, {'text': 'an', 'tag': 'DET'}, {'text': 'online', 'tag': 'ADJ'}, {'text': 'marketer', 'tag': 'NOUN'}, {'text': 'could', 'tag': 'AUX'}, {'text': 'commit', 'tag': 'VERB'}, {'text': ',', 'tag': 'PUNCT'}, {'text': 'and', 'tag': 'CCONJ'}, {'text': 'makes', 'tag': 'VERB'}, {'text': 'up', 'tag': 'ADP'}, {'text': 'a', 'tag': 'DET'}, {'text': 'few', 'tag': 'NUM'}, {'text': 'new', 'tag': 'ADJ'}, {'text': 'ones', 'tag': 'NOUN'}, {'text': 'besides', 'tag': 'ADP'}, {'text': '.', 'tag': 'PUNCT'}]}]","['INTJ', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PRON', 'ADJ', 'NOUN', 'PUNCT', 'PRON', 'PUNCT', 'SCONJ', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'ADV', 'ADJ', 'DET', 'NOUN', 'DET', 'ADJ', 'NOUN', 'AUX', 'VERB', 'PUNCT', 'CCONJ', 'VERB', 'ADP', 'DET', 'NUM', 'ADJ', 'NOUN', 'ADP', 'PUNCT']",36,"['VB', 'PRP', 'VB', 'DT', 'NN', 'IN', 'NN', 'IN', 'NNP', 'POS', 'VBZ', 'JJ', 'NN', ',', 'WDT', ',', 'IN', 'VBN', 'IN', 'DT', 'VBN', 'NN', ',', 'VBZ', 'RB', 'IN', 'DT', 'UH', 'DT', 'RB', 'NN', 'MD', 'VB', ',', 'CC', 'VBZ', 'RB', 'SYM', 'JJ', 'JJ', 'NNS', 'IN', '.']",0
"['I', ""'m"", 'not', 'fond', 'of', 'the', 'Google', '-', 'hates', '-', 'privacy', 'argument']","['PRON', 'AUX', 'PART', 'ADJ', 'ADP', 'DET', 'PROPN', 'PUNCT', 'VERB', 'PUNCT', 'NOUN', 'NOUN']",12,"[{'raw_response': '[\n  {""text"": ""I"", ""tag"": ""PRON""},\n  {""text"": ""\'m"", ""tag"": ""AUX""},\n  {""text"": ""not"", ""tag"": ""ADV""},\n  {""text"": ""fond"", ""tag"": ""ADJ""},\n  {""text"": ""of"", ""tag"": ""ADP""},\n  {""text"": ""the"", ""tag"": ""DET""},\n  {""text"": ""Google"", ""tag"": ""PROPN""},\n  {""text"": ""-"", ""tag"": ""PUNCT""},\n  {""text"": ""hates"", ""tag"": ""VERB""},\n  {""text"": ""-"", ""tag"": ""PUNCT""},\n  {""text"": ""privacy"", ""tag"": ""NOUN""},\n  {""text"": ""argument"", ""tag"": ""NOUN""}\n]', 'parsed_json': [{'text': 'I', 'tag': 'PRON'}, {'text': ""'m"", 'tag': 'AUX'}, {'text': 'not', 'tag': 'ADV'}, {'text': 'fond', 'tag': 'ADJ'}, {'text': 'of', 'tag': 'ADP'}, {'text': 'the', 'tag': 'DET'}, {'text': 'Google', 'tag': 'PROPN'}, {'text': '-', 'tag': 'PUNCT'}, {'text': 'hates', 'tag': 'VERB'}, {'text': '-', 'tag': 'PUNCT'}, {'text': 'privacy', 'tag': 'NOUN'}, {'text': 'argument', 'tag': 'NOUN'}]}]","['PRON', 'AUX', 'ADV', 'ADJ', 'ADP', 'DET', 'PROPN', 'PUNCT', 'VERB', 'PUNCT', 'NOUN', 'NOUN']",11,"['PRP', 'VBP', 'RB', 'NN', 'IN', 'DT', 'NNP', ':', 'NNS', ':', 'NN', 'NN']",0
